Oper,DataType,Code,#Operand,#Result,Latency,Throughput,UMC28-Area (um2),UMC28-Power (uW),VU9P-TotalLUTs,VU9P-LogicLUTs,VU9P-LUTRAMs,VU9P-SRLs,VU9P-FFs,VU9P-RAMB36,VU9P-RAMB18,VU9P-URAM,VU9P-DSPBlocks,Notes
LAnd,U32x8,1414,2,1,1,1,,,145,145,0,0,0,0,0,0,0,
UI32ToUI8,U32x2,1415,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
H16ToF32,F32x8,1416,1,1,1,1,,,388,388,0,0,0,0,0,0,0,
UI8ToSI16,U32x8,1417,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToF32,F32x8,1418,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
UI16ToH16,H16x8,1419,1,1,1,1,,,529,529,0,0,0,0,0,0,0,
SI8ToUI64,I64,1420,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LNot,F32x2,1421,1,1,1,1,,,15,15,0,0,0,0,0,0,0,
LNot,U16x8,1422,1,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI16ToUI16,U32x2,1423,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToUI8,I8x4,1424,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI8ToSI32,I32x4,1425,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FixedSin,I32x8,1426,1,1,1,1,,,1280,1280,0,0,0,0,0,0,0,
D64ToSI64,D64x4,1427,1,1,1,1,,,2725,2725,0,0,0,0,0,0,0,
UI8ToSI8,U64,1428,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Cat,U8x4,1429,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
LT,U32x8,1430,2,1,1,1,,,133,133,0,0,0,0,0,0,0,
F32ToUI32,D64x2,1431,1,1,1,1,,,639,639,0,0,0,0,0,0,0,
H16ToSI8,F32x8,1432,1,1,1,1,,,828,828,0,0,0,0,0,0,0,
FEQ,F32x2,1433,2,1,1,1,,,455,455,0,0,0,0,0,0,0,
FNE,H16x2,1434,2,1,1,1,,,54,54,0,0,0,0,0,0,0,
Sub,I16x8,1435,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
Mod,I16x8,1436,2,1,1,1,,,2819,2819,0,0,0,0,0,0,0,
Sub,U64x4,1437,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
UI16ToSI16,I64x2,1438,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LXor,U8x4,1439,2,1,1,1,,,21,21,0,0,0,0,0,0,0,
H16ToUI16,D64,1440,1,1,1,1,,,117,117,0,0,0,0,0,0,0,
SI64ToSI8,U64x2,1441,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
LAnd,I16x4,1442,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
UI8ToH16,F32x4,1443,1,1,1,1,,,85,85,0,0,0,0,0,0,0,
Sub,U16,1444,2,1,1,1,,,25,25,0,0,0,0,0,0,0,
SI16ToUI8,U16x2,1445,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
H16ToD64,D64x2,1446,1,1,1,1,,,322,322,0,0,0,0,0,0,0,
SI16ToH16,F32,1447,1,1,1,1,,,71,71,0,0,0,0,0,0,0,
SI8ToSI16,I32,1448,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LAnd,I32x8,1449,2,1,1,1,,,145,145,0,0,0,0,0,0,0,
FLE,F32x2,1450,2,1,1,1,,,455,455,0,0,0,0,0,0,0,
SI16ToUI16,U32x8,1451,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
Cat,I32x2,1452,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
D64ToUI8,D64,1453,1,1,1,1,,,115,115,0,0,0,0,0,0,0,
nnMulAdd,U32,1454,3,1,1,1,,,135,135,0,0,0,0,0,0,4,
F32ToUI64,D64x2,1455,1,1,1,1,,,751,751,0,0,0,0,0,0,0,
UI8ToUI32,U32x4,1456,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToUI16,U64x8,1457,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FSub,F32x8,1458,2,1,1,1,,,6606,6606,0,0,0,0,0,0,0,
LNot,U32x4,1459,1,1,1,1,,,29,29,0,0,0,0,0,0,0,
UI32ToSI16,I64x4,1460,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
Add,I64x2,1461,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
RShf,U32x8,1462,2,1,1,1,,,673,673,0,0,0,0,0,0,0,
NE,U32x2,1463,2,1,1,1,,,24,24,0,0,0,0,0,0,0,
H16ToUI16,F32x4,1464,1,1,1,1,,,494,494,0,0,0,0,0,0,0,
FGT,H16,1465,2,1,1,1,,,128,128,0,0,0,0,0,0,0,
LShf,U32,1466,2,1,1,1,,,85,85,0,0,0,0,0,0,0,
FNE,F32x4,1467,2,1,1,1,,,908,908,0,0,0,0,0,0,0,
F32ToUI32,D64,1468,1,1,1,1,,,305,305,0,0,0,0,0,0,0,
pnMulAdd,I32x2,1469,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
EQ,U32,1470,2,1,1,1,,,13,13,0,0,0,0,0,0,0,
Div,I8,1471,2,1,1,1,,,106,106,0,0,0,0,0,0,0,
SI16ToUI32,U32x8,1472,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
LShf,I64x4,1473,2,1,1,1,,,745,745,0,0,0,0,0,0,0,
GE,U16x8,1474,2,1,1,1,,,69,69,0,0,0,0,0,0,0,
SI32ToUI16,I32x4,1475,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
RShf,I8x2,1476,2,1,1,1,,,25,25,0,0,0,0,0,0,0,
UI8ToSI16,I32x8,1477,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
FixedCos,I8,1478,1,1,1,1,,,30,30,0,0,0,0,0,0,0,
UI64ToSI64,I64,1479,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Add,I16x2,1480,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
UI16ToSI8,U16x8,1481,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
SI8ToUI32,I64x8,1482,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI8ToSI64,I64x4,1483,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
RShf,U8x2,1484,2,1,1,1,,,25,25,0,0,0,0,0,0,0,
SI8ToSI16,U16x2,1485,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI8ToUI16,U32x4,1486,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI32ToSI32,I64x2,1487,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI16ToH16,F32,1488,1,1,1,1,,,76,76,0,0,0,0,0,0,0,
SI64ToSI32,U64,1489,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
Mod,U16,1490,2,1,1,1,,,314,314,0,0,0,0,0,0,0,
Select,I8x2,1491,3,1,1,1,,,17,17,0,0,0,0,0,0,0,
SI32ToH16,F32,1492,1,1,1,1,,,220,220,0,0,0,0,0,0,0,
UI32ToSI8,U64,1493,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
Select,I32,1494,3,1,1,1,,,33,33,0,0,0,0,0,0,0,
UI64ToSI64,I64x2,1495,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToUI8,U64,1496,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FAdd,F32,1497,2,1,1,1,,,859,859,0,0,0,0,0,0,0,
UI64ToUI32,U64x4,1498,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
npMulAdd,U32x4,1499,3,1,1,1,,,538,538,0,0,0,0,0,0,16,
SI16ToUI8,I32x8,1500,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
GE,U8,1501,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
BNot,bitwise,1502,1,1,1,1,,,33,33,0,0,0,0,0,0,0,
UI32ToSI8,I32x4,1503,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
H16ToUI16,H16,1504,1,1,1,1,,,117,117,0,0,0,0,0,0,0,
LOr,U64,1505,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI64ToSI8,I64x2,1506,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
Div,U32x8,1507,2,1,1,1,,,8620,8620,0,0,0,0,0,0,0,
ppMulAdd,U64x2,1508,3,1,1,1,,,590,590,0,0,0,0,0,0,32,
LShf,I8x8,1509,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
SI64ToF32,D64x4,1510,1,1,1,1,,,1978,1978,0,0,0,0,0,0,0,
UI64ToUI8,I64x4,1511,1,1,1,1,,,48,48,0,0,0,0,0,0,0,
UI8ToUI16,I64,1512,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
H16ToF32,D64x4,1513,1,1,1,1,,,204,204,0,0,0,0,0,0,0,
D64ToUI64,D64x4,1514,1,1,1,1,,,2710,2710,0,0,0,0,0,0,0,
SI8ToUI16,I64x2,1515,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI8,I16,1516,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI32ToUI16,U64,1517,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
Select,I16x4,1518,3,1,1,1,,,65,65,0,0,0,0,0,0,0,
EQ,U64x4,1519,2,1,1,1,,,91,91,0,0,0,0,0,0,0,
LXor,I64,1520,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
F32ToSI64,D64x2,1521,1,1,1,1,,,867,867,0,0,0,0,0,0,0,
ppMulAdd,I8x2,1522,3,1,1,1,,,152,152,0,0,0,0,0,0,0,
GE,I8x4,1523,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
UI16ToF32,F32x2,1524,1,1,1,1,,,139,139,0,0,0,0,0,0,0,
UI64ToSI16,I64,1525,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
SI16ToUI16,U16x2,1526,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI8,I16x4,1527,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LE,I8x4,1528,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
FLT,F32x4,1529,2,1,1,1,,,953,953,0,0,0,0,0,0,0,
UI8ToUI16,I64x8,1530,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI8ToSI16,I32x4,1531,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToH16,F32x8,1532,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
UI8ToH16,D64,1533,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
SI64ToSI16,U64x2,1534,1,1,1,1,,,21,21,0,0,0,0,0,0,0,
UI16ToUI32,U64x4,1535,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LE,I32x2,1536,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
SI32ToUI16,I64x8,1537,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
LT,U32x4,1538,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
LAnd,H16x8,1539,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
H16ToSI16,H16,1540,1,1,1,1,,,214,214,0,0,0,0,0,0,0,
UI16ToSI8,U64x2,1541,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
FGE,H16,1542,2,1,1,1,,,130,130,0,0,0,0,0,0,0,
H16ToSI16,D64x8,1543,1,1,1,1,,,1035,1035,0,0,0,0,0,0,0,
SI64ToUI8,I64x4,1544,1,1,1,1,,,48,48,0,0,0,0,0,0,0,
UI8ToSI32,U64x2,1545,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
LShf,I8,1546,2,1,1,1,,,13,13,0,0,0,0,0,0,0,
FnpMulAdd,H16x8,1547,3,1,1,1,,,5444,5444,0,0,0,0,0,0,8,
ppMulAdd,U16,1548,3,1,1,1,,,12,12,0,0,0,0,0,0,1,
UI64ToSI32,U64,1549,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI16ToUI32,I64x8,1550,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToSI32,I64,1551,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
F32ToUI8,F32x4,1552,1,1,1,1,,,747,747,0,0,0,0,0,0,0,
EQ,U8x4,1553,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
UI16ToSI16,U64x2,1554,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI32,U32x4,1555,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FnnMulAdd,H16x8,1556,3,1,1,1,,,5392,5392,0,0,0,0,0,0,8,
FixedCos,I32,1557,1,1,1,1,,,149,149,0,0,0,0,0,0,0,
UI64ToUI32,I64x4,1558,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
SI8ToUI8,I8x2,1559,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FixedCos,U8x4,1560,1,1,1,1,,,120,120,0,0,0,0,0,0,0,
LT,I64x2,1561,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
GE,I16x2,1562,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
GT,I32x4,1563,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
GE,I16,1564,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI16ToSI16,I64x4,1565,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToSI8,U64,1566,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
Mul,U16x2,1567,2,1,1,1,,,24,24,0,0,0,0,0,0,2,
FixedCos,U32x2,1568,1,1,1,1,,,297,297,0,0,0,0,0,0,0,
RShf,I16x4,1569,2,1,1,1,,,143,143,0,0,0,0,0,0,0,
FixedCos,I32x4,1570,1,1,1,1,,,593,593,0,0,0,0,0,0,0,
UI8ToUI64,U64x2,1571,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
nnMulAdd,U64x2,1572,3,1,1,1,,,718,718,0,0,0,0,0,0,32,
UI16ToSI8,U32x8,1573,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
UI16ToUI32,I32x8,1574,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToF32,F32x4,1575,1,1,1,1,,,286,286,0,0,0,0,0,0,0,
UI16ToSI16,U64x8,1576,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI8ToSI16,U64x8,1577,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LXor,I16x4,1578,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
SI16ToUI32,U32x2,1579,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LOr,F32x2,1580,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
Mod,I64x4,1581,2,1,1,1,,,18232,18232,0,0,0,0,0,0,0,
GT,I8x2,1582,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
GT,U8,1583,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI8ToUI32,I64,1584,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI8ToSI64,I64x8,1585,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI16ToUI8,U32x8,1586,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
NE,U8x4,1587,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
Add,I8,1588,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI16ToUI32,U64x2,1589,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI8ToUI16,U16,1590,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
H16ToUI8,D64x2,1591,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
UI8ToUI16,I32x2,1592,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
Add,I32x2,1593,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
Select,U16x2,1594,3,1,1,1,,,33,33,0,0,0,0,0,0,0,
UI64ToSI8,U64x2,1595,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
LAnd,U16x8,1596,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
FpnMulAdd,H16x2,1597,3,1,1,1,,,1375,1375,0,0,0,0,0,0,2,
UI32ToUI16,U64x4,1598,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
nnMulAdd,U8x8,1599,3,1,1,1,,,858,858,0,0,0,0,0,0,0,
Cat,U8,1600,2,1,1,1,,,5,5,0,0,0,0,0,0,0,
FnpMulAdd,H16x2,1601,3,1,1,1,,,1376,1376,0,0,0,0,0,0,2,
Sub,U8x4,1602,2,1,1,1,,,44,44,0,0,0,0,0,0,0,
FixedCos,U8x2,1603,1,1,1,1,,,60,60,0,0,0,0,0,0,0,
UI32ToSI16,U32x2,1604,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
UI8ToSI32,I64x4,1605,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI32ToUI64,I64x4,1606,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LAnd,U8x2,1607,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
H16ToUI8,F32x8,1608,1,1,1,1,,,757,757,0,0,0,0,0,0,0,
SI64ToSI32,I64x2,1609,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
F32ToUI64,D64x8,1610,1,1,1,1,,,3119,3119,0,0,0,0,0,0,0,
Select,I16x8,1611,3,1,1,1,,,129,129,0,0,0,0,0,0,0,
F32ToSI16,D64x2,1612,1,1,1,1,,,416,416,0,0,0,0,0,0,0,
UI32ToSI8,U64x2,1613,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
SI16ToUI8,U16,1614,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FixedSin,U32x8,1615,1,1,1,1,,,1280,1280,0,0,0,0,0,0,0,
UI8ToH16,D64x2,1616,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
Select,U16x4,1617,3,1,1,1,,,65,65,0,0,0,0,0,0,0,
SI8ToUI16,U16,1618,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToUI8,U64x2,1619,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI8,U8x2,1620,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Mul,U16x4,1621,2,1,1,1,,,46,46,0,0,0,0,0,0,4,
LOr,I16,1622,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI16ToSI8,I16x4,1623,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
Add,I8x2,1624,2,1,1,1,,,22,22,0,0,0,0,0,0,0,
RShf,I8x8,1625,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
FLE,D64x2,1626,2,1,1,1,,,1142,1142,0,0,0,0,0,0,0,
UI8ToD64,D64x8,1627,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
F32ToSI16,F32x8,1628,1,1,1,1,,,1796,1796,0,0,0,0,0,0,0,
FGE,H16x4,1629,2,1,1,1,,,414,414,0,0,0,0,0,0,0,
pnMulAdd,U8x4,1630,3,1,1,1,,,378,378,0,0,0,0,0,0,0,
UI16ToUI32,U64x8,1631,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToUI8,F32x8,1632,1,1,1,1,,,1330,1330,0,0,0,0,0,0,0,
SI8ToSI16,I16,1633,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI16ToUI32,U32x4,1634,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI16ToSI32,I32,1635,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI8ToSI8,I8x4,1636,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI8ToUI32,U32x2,1637,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
FLE,H16,1638,2,1,1,1,,,46,46,0,0,0,0,0,0,0,
SI16ToUI32,U64,1639,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Mul,I64,1640,2,1,1,1,,,229,229,0,0,0,0,0,0,16,
Cat,I8,1641,2,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI64ToUI16,I64,1642,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI32ToD64,D64x8,1643,1,1,1,1,,,1048,1048,0,0,0,0,0,0,0,
H16ToUI32,D64x2,1644,1,1,1,1,,,283,283,0,0,0,0,0,0,0,
SI16ToSI8,U64x4,1645,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
FMul,D64,1646,2,1,1,1,,,1284,1284,0,0,0,0,0,0,9,
Mul,U64x4,1647,2,1,1,1,,,832,832,0,0,0,0,0,0,64,
SI16ToUI8,I32x2,1648,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToF32,D64x2,1649,1,1,1,1,,,138,138,0,0,0,0,0,0,0,
UI16ToF32,D64,1650,1,1,1,1,,,76,76,0,0,0,0,0,0,0,
UI32ToSI16,U64x2,1651,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
UI32ToSI32,U64,1652,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Sub,U16x2,1653,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
UI8ToUI16,U16x8,1654,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI8ToUI8,I64x2,1655,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LShf,I32x8,1656,2,1,1,1,,,673,673,0,0,0,0,0,0,0,
ppMulAdd,U8x8,1657,3,1,1,1,,,668,668,0,0,0,0,0,0,0,
LE,I8x8,1658,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
Add,U16x4,1659,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
UI32ToSI16,U32x8,1660,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
Mul,I64x2,1661,2,1,1,1,,,453,453,0,0,0,0,0,0,32,
Select,I32x8,1662,3,1,1,1,,,257,257,0,0,0,0,0,0,0,
UI32ToH16,F32,1663,1,1,1,1,,,129,129,0,0,0,0,0,0,0,
Div,U32x2,1664,2,1,1,1,,,2156,2156,0,0,0,0,0,0,0,
LE,U16x4,1665,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
FixedCos,I8x2,1666,1,1,1,1,,,60,60,0,0,0,0,0,0,0,
FGT,F32x8,1667,2,1,1,1,,,1923,1923,0,0,0,0,0,0,0,
UI8ToSI16,U64,1668,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI64ToD64,D64x4,1669,1,1,1,1,,,1493,1493,0,0,0,0,0,0,0,
SI32ToUI32,I64,1670,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LShf,U64,1671,2,1,1,1,,,204,204,0,0,0,0,0,0,0,
LAnd,I8x8,1672,2,1,1,1,,,41,41,0,0,0,0,0,0,0,
FLT,F32,1673,2,1,1,1,,,240,240,0,0,0,0,0,0,0,
Cat,U64,1674,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
UI32ToSI8,I64x4,1675,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
FSub,H16x2,1676,2,1,1,1,,,802,802,0,0,0,0,0,0,0,
FixedSin,U8,1677,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
Sub,I8x8,1678,2,1,1,1,,,88,88,0,0,0,0,0,0,0,
UI16ToH16,D64,1679,1,1,1,1,,,76,76,0,0,0,0,0,0,0,
LAnd,I8x2,1680,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
H16ToUI8,F32x2,1681,1,1,1,1,,,220,220,0,0,0,0,0,0,0,
UI16ToSI16,I64x8,1682,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI8ToSI64,U64x4,1683,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI64ToUI16,U64x2,1684,1,1,1,1,,,21,21,0,0,0,0,0,0,0,
ppMulAdd,U32x2,1685,3,1,1,1,,,205,205,0,0,0,0,0,0,8,
D64ToF32,D64x2,1686,1,1,1,1,,,1039,1039,0,0,0,0,0,0,0,
NE,I8,1687,2,1,1,1,,,5,5,0,0,0,0,0,0,0,
Copy,bitwise,1688,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI32ToSI32,U64x8,1689,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
ppMulAdd,I32,1690,3,1,1,1,,,103,103,0,0,0,0,0,0,4,
GT,I32,1691,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
UI8ToSI8,I64x2,1692,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToUI32,I32x4,1693,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
npMulAdd,I64,1694,3,1,1,1,,,364,364,0,0,0,0,0,0,16,
EQ,I16x2,1695,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
UI8ToSI32,I32x8,1696,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToUI64,I64x4,1697,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FixedSin,U16x8,1698,1,1,1,1,,,537,537,0,0,0,0,0,0,0,
UI8ToUI16,I32,1699,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
FnnMulAdd,F32x4,1700,3,1,1,1,,,4877,4877,0,0,0,0,0,0,8,
pnMulAdd,I16x4,1701,3,1,1,1,,,46,46,0,0,0,0,0,0,4,
UI32ToH16,D64x2,1702,1,1,1,1,,,255,255,0,0,0,0,0,0,0,
LT,U8x2,1703,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
FixedSin,I8,1704,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
SI16ToUI64,U64x8,1705,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI8ToSI16,I64x4,1706,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
NE,U64,1707,2,1,1,1,,,24,24,0,0,0,0,0,0,0,
SI16ToH16,F32x2,1708,1,1,1,1,,,141,141,0,0,0,0,0,0,0,
UI32ToUI16,U32,1709,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI64ToUI16,I64x4,1710,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
UI16ToUI8,I16x4,1711,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
SI8ToUI8,I64,1712,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LNot,U16x2,1713,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
SI32ToSI16,I64x2,1714,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
GT,U16x8,1715,2,1,1,1,,,69,69,0,0,0,0,0,0,0,
FDiv,F32x8,1716,2,1,1,1,,,5540,5540,0,0,1504,0,0,0,0,
FSqrt,H16x8,1717,2,1,1,1,,,2808,2808,0,0,832,0,0,0,0,
UI16ToSI16,U64,1718,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LAnd,F32x2,1719,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
FNE,D64x4,1720,2,1,1,1,,,2226,2226,0,0,0,0,0,0,0,
SI8ToUI8,I8x8,1721,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
F32ToUI32,D64x4,1722,1,1,1,1,,,1141,1141,0,0,0,0,0,0,0,
UI16ToSI16,I32x8,1723,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
LOr,I64x4,1724,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
SI16ToD64,D64x8,1725,1,1,1,1,,,562,562,0,0,0,0,0,0,0,
npMulAdd,I32x2,1726,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
SI32ToSI64,I64x2,1727,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI16ToH16,F32x4,1728,1,1,1,1,,,286,286,0,0,0,0,0,0,0,
EQ,U32x4,1729,2,1,1,1,,,47,47,0,0,0,0,0,0,0,
Add,I64,1730,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
nnMulAdd,I32,1731,3,1,1,1,,,135,135,0,0,0,0,0,0,4,
