Oper,DataType,Code,#Operand,#Result,Latency,Throughput,UMC28-Area (um2),UMC28-Power (uW),VU9P-TotalLUTs,VU9P-LogicLUTs,VU9P-LUTRAMs,VU9P-SRLs,VU9P-FFs,VU9P-RAMB36,VU9P-RAMB18,VU9P-URAM,VU9P-DSPBlocks,Notes
UI8ToF32,F32,449,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
Mod,I32,450,2,1,1,1,,,1269,1269,0,0,0,0,0,0,0,
UI32ToUI16,I32x8,451,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
LE,U32x2,452,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
LT,I64x4,453,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
Div,I64x4,454,2,1,1,1,,,18268,18268,0,0,0,0,0,0,0,
FGT,F32,455,2,1,1,1,,,238,238,0,0,0,0,0,0,0,
F32ToSI64,D64x4,456,1,1,1,1,,,1705,1705,0,0,0,0,0,0,0,
ppMulAdd,I8x8,457,3,1,1,1,,,604,604,0,0,0,0,0,0,0,
H16ToUI16,F32x2,458,1,1,1,1,,,242,242,0,0,0,0,0,0,0,
Mul,I16x4,459,2,1,1,1,,,46,46,0,0,0,0,0,0,4,
RShf,U16x2,460,2,1,1,1,,,72,72,0,0,0,0,0,0,0,
F32ToSI32,D64x4,461,1,1,1,1,,,1205,1205,0,0,0,0,0,0,0,
FixedCos,U16x8,462,1,1,1,1,,,545,545,0,0,0,0,0,0,0,
UI16ToUI8,I16,463,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
F32ToD64,D64,464,1,1,1,1,,,283,283,0,0,0,0,0,0,0,
Sub,I8x4,465,2,1,1,1,,,44,44,0,0,0,0,0,0,0,
H16ToUI8,D64x4,466,1,1,1,1,,,448,448,0,0,0,0,0,0,0,
nnMulAdd,U32x2,467,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
UI8ToSI32,I32x2,468,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI64ToSI8,U64,469,1,1,1,1,,,13,13,0,0,0,0,0,0,0,
UI32ToSI32,I32,470,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI16ToSI16,U32x2,471,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Mul,U16,472,2,1,1,1,,,12,12,0,0,0,0,0,0,1,
UI8ToUI16,I16x8,473,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI16ToUI8,U32,474,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
D64ToSI16,D64,475,1,1,1,1,,,430,430,0,0,0,0,0,0,0,
UI16ToSI8,U32x4,476,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
Add,I64x4,477,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
UI8ToSI16,U64x2,478,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
Sub,U8x8,479,2,1,1,1,,,88,88,0,0,0,0,0,0,0,
Mul,U8x2,480,2,1,1,1,,,154,154,0,0,0,0,0,0,0,
SI32ToH16,D64,481,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
UI8ToF32,F32x4,482,1,1,1,1,,,85,85,0,0,0,0,0,0,0,
SI8ToSI16,U16x4,483,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToH16,D64x4,484,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
SI32ToUI8,U32,485,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI8ToSI16,I32,486,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LNot,I8x8,487,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
LAnd,F32x4,488,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
FSqrt,H16x4,489,2,1,1,1,,,1406,1406,0,0,416,0,0,0,0,
UI32ToSI32,U32x8,490,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI16ToH16,D64x8,491,1,1,1,1,,,528,528,0,0,0,0,0,0,0,
SI8ToUI32,I64,492,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Cat,I64x4,493,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
LOr,H16x2,494,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
pnMulAdd,I8x2,495,3,1,1,1,,,174,174,0,0,0,0,0,0,0,
ppMulAdd,U64,496,3,1,1,1,,,293,293,0,0,0,0,0,0,16,
H16ToD64,D64x8,497,1,1,1,1,,,1938,1938,0,0,0,0,0,0,0,
Cat,U16x8,498,2,1,1,1,,,65,65,0,0,0,0,0,0,0,
UI32ToSI32,I64x4,499,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
Select,I8x4,500,3,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI8ToH16,F32x4,501,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
RShf,U32x4,502,2,1,1,1,,,337,337,0,0,0,0,0,0,0,
FLE,F32x8,503,2,1,1,1,,,1784,1784,0,0,0,0,0,0,0,
D64ToSI8,D64x2,504,1,1,1,1,,,306,306,0,0,0,0,0,0,0,
UI32ToUI8,I64x8,505,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
SI8ToUI8,U64,506,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToSI32,U32x4,507,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
F32ToSI8,F32x4,508,1,1,1,1,,,708,708,0,0,0,0,0,0,0,
npMulAdd,U32x2,509,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
nnMulAdd,I16,510,3,1,1,1,,,44,44,0,0,0,0,0,0,1,
ppMulAdd,I16x2,511,3,1,1,1,,,24,24,0,0,0,0,0,0,2,
Sub,U8x2,512,2,1,1,1,,,22,22,0,0,0,0,0,0,0,
LE,I64x2,513,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
FixedSin,U32,514,1,1,1,1,,,148,148,0,0,0,0,0,0,0,
UI16ToSI8,I64x2,515,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI64ToSI64,U64x2,516,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
F32ToH16,D64x4,517,1,1,1,1,,,936,936,0,0,0,0,0,0,0,
Mod,I32x2,518,2,1,1,1,,,2536,2536,0,0,0,0,0,0,0,
UI64ToSI64,I64x4,519,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToUI32,U32x4,520,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToUI32,I64x8,521,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI64ToSI32,I64,522,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
F32ToUI64,D64x4,523,1,1,1,1,,,1588,1588,0,0,0,0,0,0,0,
FpnMulAdd,H16x8,524,3,1,1,1,,,5501,5501,0,0,0,0,0,0,8,
FixedSin,I16x2,525,1,1,1,1,,,135,135,0,0,0,0,0,0,0,
UI64ToSI16,U64,526,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
SI8ToUI8,U64x4,527,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
Cat,U32x8,528,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
FGE,H16x2,529,2,1,1,1,,,228,228,0,0,0,0,0,0,0,
F32ToUI8,D64x4,530,1,1,1,1,,,747,747,0,0,0,0,0,0,0,
H16ToF32,D64,531,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
UI16ToSI32,I64x4,532,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
H16ToSI8,H16x2,533,1,1,1,1,,,308,308,0,0,0,0,0,0,0,
UI8ToSI16,I32x4,534,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
GT,I8,535,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
LXor,U32,536,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
SI16ToUI16,U64x4,537,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
Cat,I8x8,538,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
Select,I16,539,3,1,1,1,,,17,17,0,0,0,0,0,0,0,
UI64ToUI16,I64,540,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI64ToSI32,U64x2,541,1,1,1,1,,,15,15,0,0,0,0,0,0,0,
npMulAdd,I8,542,3,1,1,1,,,84,84,0,0,0,0,0,0,0,
LNot,U8,543,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
GE,I8,544,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
GT,I16x2,545,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
H16ToSI64,D64x4,546,1,1,1,1,,,557,557,0,0,0,0,0,0,0,
UI32ToUI8,U32x8,547,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
UI32ToD64,D64x2,548,1,1,1,1,,,255,255,0,0,0,0,0,0,0,
SI16ToUI64,U64x4,549,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI16ToUI8,U32x8,550,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
LOr,I16x8,551,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
FixedSin,I32,552,1,1,1,1,,,148,148,0,0,0,0,0,0,0,
SI16ToSI8,U64x2,553,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToSI16,F32x2,554,1,1,1,1,,,416,416,0,0,0,0,0,0,0,
SI8ToSI16,I64,555,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
FixedSin,I64x8,556,1,1,1,1,,,2972,2972,0,0,0,0,0,0,0,
UI8ToSI8,U16,557,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
FLT,F32x8,558,2,1,1,1,,,1912,1912,0,0,0,0,0,0,0,
FEQ,H16,559,2,1,1,1,,,46,46,0,0,0,0,0,0,0,
FGE,F32x4,560,2,1,1,1,,,997,997,0,0,0,0,0,0,0,
npMulAdd,U16x4,561,3,1,1,1,,,46,46,0,0,0,0,0,0,4,
LNot,F32x8,562,1,1,1,1,,,57,57,0,0,0,0,0,0,0,
SI16ToUI8,I16,563,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI32ToSI32,I64x8,564,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
LXor,U32x2,565,2,1,1,1,,,27,27,0,0,0,0,0,0,0,
UI32ToSI16,I32x4,566,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
D64ToUI8,D64x4,567,1,1,1,1,,,1572,1572,0,0,0,0,0,0,0,
FAdd,H16x2,568,2,1,1,1,,,802,802,0,0,0,0,0,0,0,
FGT,F32x2,569,2,1,1,1,,,487,487,0,0,0,0,0,0,0,
SI8ToUI8,U8x2,570,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
RShf,I8,571,2,1,1,1,,,13,13,0,0,0,0,0,0,0,
FSqrt,F32x2,572,2,1,1,1,,,1279,1279,0,0,354,0,0,0,0,
EQ,U16x4,573,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
RShf,I8x4,574,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
SI8ToH16,H16x2,575,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
Cat,U32x2,576,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
Add,U8x2,577,2,1,1,1,,,22,22,0,0,0,0,0,0,0,
SI16ToSI8,I64x2,578,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
D64ToSI32,D64x2,579,1,1,1,1,,,1162,1162,0,0,0,0,0,0,0,
GE,I32,580,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI16ToUI8,U16x4,581,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
ppMulAdd,I8x4,582,3,1,1,1,,,302,302,0,0,0,0,0,0,0,
FixedSin,I64,583,1,1,1,1,,,273,273,0,0,0,0,0,0,0,
SI64ToUI32,I64x4,584,1,1,1,1,,,29,29,0,0,0,0,0,0,0,
SI16ToUI8,U32x2,585,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LXor,I32x8,586,2,1,1,1,,,105,105,0,0,0,0,0,0,0,
GT,U8x4,587,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
SI32ToUI32,U32,588,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Add,I32,589,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
SI32ToUI16,U64,590,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LT,U8x8,591,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
ppMulAdd,U16x2,592,3,1,1,1,,,24,24,0,0,0,0,0,0,2,
LAnd,D64x2,593,2,1,1,1,,,71,71,0,0,0,0,0,0,0,
FLT,D64x4,594,2,1,1,1,,,2378,2378,0,0,0,0,0,0,0,
UI16ToF32,D64x8,595,1,1,1,1,,,528,528,0,0,0,0,0,0,0,
UI32ToSI64,I64x8,596,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToH16,F32x2,597,1,1,1,1,,,431,431,0,0,0,0,0,0,0,
SI32ToH16,D64x4,598,1,1,1,1,,,889,889,0,0,0,0,0,0,0,
FMul,H16,599,2,1,1,1,,,232,232,0,0,0,0,0,0,1,
SI32ToUI16,I32x8,600,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
Cat,U64x2,601,2,1,1,1,,,65,65,0,0,0,0,0,0,0,
SI32ToUI16,U64x8,602,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
H16ToUI8,F32x4,603,1,1,1,1,,,448,448,0,0,0,0,0,0,0,
UI8ToUI64,U64x4,604,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI64ToF32,D64x4,605,1,1,1,1,,,1493,1493,0,0,0,0,0,0,0,
GE,I32x2,606,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
npMulAdd,U8x2,607,3,1,1,1,,,193,193,0,0,0,0,0,0,0,
LOr,I64x2,608,2,1,1,1,,,65,65,0,0,0,0,0,0,0,
Add,U32x4,609,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
Cat,I32x4,610,2,1,1,1,,,65,65,0,0,0,0,0,0,0,
Select,U32x2,611,3,1,1,1,,,65,65,0,0,0,0,0,0,0,
SI8ToUI8,I16,612,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToSI64,U64x2,613,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
FixedCos,I32x2,614,1,1,1,1,,,297,297,0,0,0,0,0,0,0,
SI8ToH16,F32x2,615,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
UI8ToSI8,U8x8,616,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI64ToSI8,I64x4,617,1,1,1,1,,,49,49,0,0,0,0,0,0,0,
UI16ToH16,D64x4,618,1,1,1,1,,,288,288,0,0,0,0,0,0,0,
SI8ToUI16,I16x8,619,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI32ToSI8,I32,620,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
LShf,I64,621,2,1,1,1,,,204,204,0,0,0,0,0,0,0,
GT,I8x4,622,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
Div,I32x2,623,2,1,1,1,,,2511,2511,0,0,0,0,0,0,0,
SI8ToSI32,I64x8,624,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToSI8,I32x8,625,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
UI16ToSI32,I64x2,626,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI64ToUI8,U64,627,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
LShf,I32,628,2,1,1,1,,,85,85,0,0,0,0,0,0,0,
npMulAdd,U64,629,3,1,1,1,,,361,361,0,0,0,0,0,0,16,
LShf,U8x4,630,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
LT,U8x4,631,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
H16ToSI64,D64x2,632,1,1,1,1,,,280,280,0,0,0,0,0,0,0,
SI8ToUI8,U32x8,633,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FLT,H16,634,2,1,1,1,,,111,111,0,0,0,0,0,0,0,
SI16ToSI8,U64,635,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Div,I64x2,636,2,1,1,1,,,9135,9135,0,0,0,0,0,0,0,
SI8ToUI64,I64x8,637,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
H16ToUI32,F32x8,638,1,1,1,1,,,1106,1106,0,0,0,0,0,0,0,
SI32ToSI64,I64x4,639,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Select,U8x4,640,3,1,1,1,,,33,33,0,0,0,0,0,0,0,
Div,I16,641,2,1,1,1,,,346,346,0,0,0,0,0,0,0,
FixedSin,I8x2,642,1,1,1,1,,,62,62,0,0,0,0,0,0,0,
SI64ToUI64,I64x8,643,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
H16ToSI64,D64x8,644,1,1,1,1,,,1110,1110,0,0,0,0,0,0,0,
FppMulAdd,D64,645,3,1,1,1,,,3085,3085,0,0,0,0,0,0,9,
SI8ToUI32,I32x2,646,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
F32ToUI64,D64,647,1,1,1,1,,,415,415,0,0,0,0,0,0,0,
LNot,D64x4,648,1,1,1,1,,,91,91,0,0,0,0,0,0,0,
UI64ToUI32,U64x2,649,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
F32ToSI16,F32,650,1,1,1,1,,,213,213,0,0,0,0,0,0,0,
D64ToUI32,D64,651,1,1,1,1,,,591,591,0,0,0,0,0,0,0,
FixedCos,U8x8,652,1,1,1,1,,,240,240,0,0,0,0,0,0,0,
UI16ToSI8,I64x4,653,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI8ToUI16,I32x4,654,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LAnd,U16,655,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
Cat,I8x2,656,2,1,1,1,,,9,9,0,0,0,0,0,0,0,
FnpMulAdd,H16x4,657,3,1,1,1,,,2737,2737,0,0,0,0,0,0,4,
SI64ToUI32,I64,658,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
pnMulAdd,U64,659,3,1,1,1,,,363,363,0,0,0,0,0,0,16,
Div,U16x2,660,2,1,1,1,,,566,566,0,0,0,0,0,0,0,
SI16ToSI64,I64x2,661,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
Div,I8x8,662,2,1,1,1,,,830,830,0,0,0,0,0,0,0,
FSqrt,H16,663,2,1,1,1,,,334,334,0,0,104,0,0,0,0,
SI8ToSI32,U32x2,664,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI16ToSI8,I16x2,665,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI16ToSI64,U64x4,666,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LXor,D64x2,667,2,1,1,1,,,55,55,0,0,0,0,0,0,0,
FixedCos,U32x8,668,1,1,1,1,,,1185,1185,0,0,0,0,0,0,0,
UI16ToSI16,I32,669,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToSI64,U64x8,670,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToSI64,I64x8,671,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI32ToSI8,U64x4,672,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
F32ToD64,D64x8,673,1,1,1,1,,,2419,2419,0,0,0,0,0,0,0,
UI32ToF32,D64x2,674,1,1,1,1,,,255,255,0,0,0,0,0,0,0,
FixedSin,U8x8,675,1,1,1,1,,,248,248,0,0,0,0,0,0,0,
LXor,D64,676,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
UI32ToUI8,I64,677,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI16ToSI32,I64x8,678,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToUI16,D64x4,679,1,1,1,1,,,814,814,0,0,0,0,0,0,0,
RShf,U16x4,680,2,1,1,1,,,143,143,0,0,0,0,0,0,0,
Add,I8x4,681,2,1,1,1,,,44,44,0,0,0,0,0,0,0,
LShf,U16,682,2,1,1,1,,,36,36,0,0,0,0,0,0,0,
SI64ToSI32,I64x4,683,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
UI32ToSI8,U64x8,684,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
H16ToUI32,D64,685,1,1,1,1,,,142,142,0,0,0,0,0,0,0,
GE,I8x2,686,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
pnMulAdd,U32x4,687,3,1,1,1,,,538,538,0,0,0,0,0,0,16,
UI64ToUI8,I64x2,688,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
Cat,I8x4,689,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
SI32ToSI8,U32x4,690,1,1,1,1,,,24,24,0,0,0,0,0,0,0,
UI64ToSI64,U64x8,691,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FMul,H16x4,692,2,1,1,1,,,909,909,0,0,0,0,0,0,4,
UI8ToUI64,U64,693,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToUI8,I16x2,694,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LE,I8x2,695,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
Mul,U32x4,696,2,1,1,1,,,282,282,0,0,0,0,0,0,16,
F32ToUI8,D64,697,1,1,1,1,,,91,91,0,0,0,0,0,0,0,
SI16ToUI8,I64,698,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LNot,I64,699,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
FGT,D64,700,2,1,1,1,,,616,616,0,0,0,0,0,0,0,
H16ToF32,D64x2,701,1,1,1,1,,,110,110,0,0,0,0,0,0,0,
UI16ToSI32,I64x8,702,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToSI8,U64x8,703,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI8ToUI16,U64x4,704,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI32ToUI8,U64x4,705,1,1,1,1,,,24,24,0,0,0,0,0,0,0,
UI32ToSI64,I64x4,706,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToUI8,U8x8,707,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
Mul,U64x2,708,2,1,1,1,,,454,454,0,0,0,0,0,0,32,
H16ToUI64,D64,709,1,1,1,1,,,142,142,0,0,0,0,0,0,0,
RShf,U64x2,710,2,1,1,1,,,374,374,0,0,0,0,0,0,0,
SI16ToUI16,I32x8,711,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
NE,U8x8,712,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
Select,U8,713,3,1,1,1,,,9,9,0,0,0,0,0,0,0,
LXor,H16x2,714,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
UI32ToUI16,U64x8,715,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
LE,U64x4,716,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
LAnd,I8,717,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI32ToUI16,I64x8,718,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
nnMulAdd,U16,719,3,1,1,1,,,44,44,0,0,0,0,0,0,1,
UI16ToUI8,U64x4,720,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI16ToSI32,I32x2,721,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
LXor,I64x2,722,2,1,1,1,,,55,55,0,0,0,0,0,0,0,
FSub,H16x8,723,2,1,1,1,,,3354,3354,0,0,0,0,0,0,0,
UI32ToSI32,U32,724,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToD64,D64x8,725,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
UI32ToSI8,I64x2,726,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
LE,U64,727,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
UI64ToD64,D64x2,728,1,1,1,1,,,746,746,0,0,0,0,0,0,0,
SI8ToUI32,U32,729,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI16ToSI32,U64x8,730,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI64ToUI32,U64,731,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI16ToUI8,I64x4,732,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI8ToUI16,U32x8,733,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
ppMulAdd,I16,734,3,1,1,1,,,12,12,0,0,0,0,0,0,1,
SI64ToUI32,I64x8,735,1,1,1,1,,,56,56,0,0,0,0,0,0,0,
Mul,I64x4,736,2,1,1,1,,,832,832,0,0,0,0,0,0,64,
LXor,U8x8,737,2,1,1,1,,,41,41,0,0,0,0,0,0,0,
FppMulAdd,F32,738,3,1,1,1,,,1309,1309,0,0,0,0,0,0,2,
LE,I32,739,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI32ToH16,F32x4,740,1,1,1,1,,,883,883,0,0,0,0,0,0,0,
Mod,U32,741,2,1,1,1,,,1147,1147,0,0,0,0,0,0,0,
UI32ToSI8,U32x2,742,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
UI8ToSI16,U16x8,743,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToUI16,F32,744,1,1,1,1,,,290,290,0,0,0,0,0,0,0,
SI64ToH16,D64,745,1,1,1,1,,,504,504,0,0,0,0,0,0,0,
SI8ToF32,D64x4,746,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
SI8ToUI32,U64x8,747,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FixedCos,U32x4,748,1,1,1,1,,,593,593,0,0,0,0,0,0,0,
npMulAdd,U8,749,3,1,1,1,,,93,93,0,0,0,0,0,0,0,
LOr,U16x4,750,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
FNE,F32x8,751,2,1,1,1,,,1836,1836,0,0,0,0,0,0,0,
Mod,U8x4,752,2,1,1,1,,,349,349,0,0,0,0,0,0,0,
Mod,I64x2,753,2,1,1,1,,,9236,9236,0,0,0,0,0,0,0,
UI16ToSI8,I32x4,754,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
SI32ToSI16,U64x8,755,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
EQ,I16x8,756,2,1,1,1,,,56,56,0,0,0,0,0,0,0,
SI16ToH16,F32x4,757,1,1,1,1,,,282,282,0,0,0,0,0,0,0,
pnMulAdd,I8,758,3,1,1,1,,,84,84,0,0,0,0,0,0,0,
EQ,I16,759,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI64ToUI32,I64,760,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
EQ,I32,761,2,1,1,1,,,13,13,0,0,0,0,0,0,0,
NE,I32x8,762,2,1,1,1,,,93,93,0,0,0,0,0,0,0,
UI16ToSI16,U16x2,763,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI64ToUI16,I64x2,764,1,1,1,1,,,21,21,0,0,0,0,0,0,0,
SI16ToSI8,I16x4,765,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
GE,U8x2,766,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
Mod,U64x2,767,2,1,1,1,,,8701,8701,0,0,0,0,0,0,0,
SI32ToSI8,U32,768,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI16ToSI8,U32x4,769,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
NE,I64,770,2,1,1,1,,,24,24,0,0,0,0,0,0,0,
SI32ToUI32,U64x4,771,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
FSqrt,F32,772,2,1,1,1,,,626,626,0,0,178,0,0,0,0,
FixedCos,I16x8,773,1,1,1,1,,,545,545,0,0,0,0,0,0,0,
UI8ToF32,D64x2,774,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
